Country,HCI
Afghanistan,0.16243654822335032
Albania,0.5549915397631134
Algeria,0.3891708967851101
Angola,0.11505922165820644
Argentina,0.5380710659898478
Armenia,0.47208121827411165
Australia,0.8629441624365483
Austria,0.8460236886632826
Azerbaijan,0.5143824027072759
Bahrain,0.634517766497462
Bangladesh,0.3147208121827411
Belgium,0.7851099830795263
Benin,0.19120135363790194
Bosnia and Herzegovina,0.5499153976311337
Botswana,0.22165820642978004
Brazil,0.451776649746193
Bulgaria,0.6480541455160745
Burkina Faso,0.12859560067681897
Burundi,0.14720812182741122
Cambodia,0.3384094754653131
Cameroon,0.17089678510998316
Canada,0.856175972927242
Chad,0.0
Chile,0.6446700507614215
China,0.6429780033840949
Colombia,0.5076142131979695
Comoros,0.19627749576988154
Congo,0.2148900169204738
Costa Rica,0.5516074450084603
Cote d'Ivoire,0.10152284263959391
Croatia,0.727580372250423
Cyprus,0.7749576988155669
Czechia,0.8274111675126905
Democratic Republic of Congo,0.12859560067681897
Denmark,0.8138747884940779
Dominican Republic,0.3367174280879865
East Timor,0.23857868020304573
Ecuador,0.5228426395939086
Egypt,0.32656514382402707
El Salvador,0.3519458544839256
Estonia,0.7681895093062606
Eswatini,0.19627749576988154
Ethiopia,0.15566835871404405
Finland,0.8815566835871403
France,0.7986463620981389
Gabon,0.2707275803722505
Gambia,0.17597292724196284
Georgia,0.5431472081218275
Germany,0.8494077834179358
Ghana,0.24703891708967857
Greece,0.6565143824027074
Guatemala,0.28257191201353643
Guinea,0.1370558375634518
Guyana,0.3417935702199662
Haiti,0.2588832487309645
Honduras,0.33333333333333337
Hong Kong,0.8950930626057528
Hungary,0.6937394247038917
Iceland,0.7563451776649747
India,0.24873096446700513
Indonesia,0.40947546531302886
Iran,0.5042301184433164
Iraq,0.1776649746192894
Ireland,0.8680203045685282
Israel,0.7952622673434857
Italy,0.8054145516074451
Jamaica,0.424703891708968
Japan,0.9323181049069373
Jordan,0.45516074450084615
Kazakhstan,0.7664974619289341
Kenya,0.38071065989847724
Kiribati,0.3147208121827411
Kosovo,0.451776649746193
Kuwait,0.4788494077834179
Kyrgyzstan,0.4856175972927242
Laos,0.26903553299492394
Latvia,0.7292724196277496
Lebanon,0.4145516074450086
Lesotho,0.13197969543147212
Liberia,0.04399323181049074
Lithuania,0.7089678510998308
Luxembourg,0.6751269035532995
Macao,0.7884940778341795
Madagascar,0.1370558375634518
Malawi,0.19289340101522842
Malaysia,0.55668358714044
Mali,0.0406091370558376
Malta,0.6903553299492385
Mauritania,0.10152284263959391
Mauritius,0.5634517766497462
Mexico,0.5313028764805415
Moldova,0.4856175972927242
Mongolia,0.5634517766497462
Montenegro,0.544839255499154
Morocco,0.35025380710659904
Mozambique,0.11505922165820644
Myanmar,0.30456852791878175
Namibia,0.2402707275803723
Nepal,0.33333333333333337
Netherlands,0.8578680203045688
New Zealand,0.802030456852792
Nicaragua,0.4027072758037226
Niger,0.038917089678511034
Nigeria,0.08291032148900176
North Macedonia,0.4077834179357023
Norway,0.8087986463620982
Oman,0.55668358714044
Pakistan,0.16243654822335032
Palestine,0.44162436548223366
Panama,0.40439932318104915
Papua New Guinea,0.1539763113367175
Paraguay,0.40609137055837574
Peru,0.49576988155668356
Philippines,0.43147208121827424
Poland,0.7681895093062606
Portugal,0.8172588832487311
Qatar,0.544839255499154
Romania,0.5211505922165821
Russia,0.7377326565143825
Rwanda,0.1370558375634518
Saudi Arabia,0.494077834179357
Senegal,0.21150592216582065
Serbia,0.7817258883248732
Seychelles,0.6514382402707277
Sierra Leone,0.09813874788494077
Singapore,1.0
Slovakia,0.6785109983079526
Slovenia,0.8375634517766499
Solomon Islands,0.2538071065989848
South Africa,0.19120135363790194
South Korea,0.9340101522842641
South Sudan,0.0152284263959391
Spain,0.7614213197969544
Sri Lanka,0.49238578680203043
Sudan,0.14551607445008463
Sweden,0.8578680203045688
Switzerland,0.802030456852792
Tajikistan,0.40609137055837574
Tanzania,0.18104906937394255
Thailand,0.5262267343485618
Togo,0.20304568527918782
Tonga,0.3705583756345178
Trinidad and Tobago,0.5414551607445008
Tunisia,0.3637901861252116
Turkey,0.5634517766497462
Tuvalu,0.44162436548223366
Uganda,0.15059221658206434
Ukraine,0.5989847715736042
United Arab Emirates,0.6192893401015229
United Kingdom,0.8257191201353639
United States,0.7935702199661592
Uruguay,0.5194585448392555
Vanuatu,0.3011844331641286
Vietnam,0.6311336717428089
Yemen,0.12859560067681897
Zambia,0.17428087986463628
Zimbabwe,0.2504230118443317
