Country,2016
Uruguay,0.0390847404627196
Brazil,0.0545362620455947
Croatia,0.0114701853277168
Solomon Islands,0.3209537717724261
Honduras,0.0452338586582019
Bulgaria,0.0118075233201484
Mauritius,0.0006030946666961
Fragile and conflict affected situations,0.2221252245866522
Cuba,0.0105228147284711
Mali,0.2017844111668786
Lesotho,0.1631649500596629
Paraguay,0.0424952583589777
Peru,0.0988654445026496
Burkina Faso,0.2831368407731649
Norway,0.0867873583529623
Rwanda,0.1346273086032117
Other small states,0.0922968751144628
Togo,0.2020600102598646
Low & middle income,0.0553116428097528
"Egypt, Arab Rep.",0.0720188998758877
Turks and Caicos Islands,0.0001110906217186
Kosovo,0.0088577317234762
High income,0.0244732110267582
St. Lucia,0.0005383238981872
Netherlands,0.0056324707110017
Malaysia,0.1167121528935511
New Zealand,0.0235044195554713
South Africa,0.0799308195445889
Pakistan,0.0216602184650717
Ukraine,0.0538470216698147
Cambodia,0.0414698740121971
"Iran, Islamic Rep.",0.2948142916118736
Pre-demographic dividend,0.2517245713254809
Georgia,0.0128420790807724
"Congo, Dem. Rep.",0.4617147899764234
Japan,0.0005594058230533
Post-demographic dividend,0.0079816992960453
Pacific island small states,0.0607354655992097
Kuwait,0.726374348957368
United States,0.0068021686038093
Finland,0.0091990343566757
Uganda,0.2857882402941832
Lao PDR,0.097683853118519
Fiji,0.0228729435778787
Guinea,0.4063733446985688
Botswana,0.0171032226089336
Lebanon,2.5148510914956288e-05
Late-demographic dividend,0.0572291198410921
Greece,0.0020277115916558
Albania,0.0237508712887038
East Asia & Pacific,0.0242013239581332
Low income,0.2210128604060856
Middle East & North Africa (excluding high income),0.2413958054482115
Niger,0.2173947512486339
European Union,0.0043588014385535
Middle East & North Africa,0.2911666218229958
Syrian Arab Republic,0.0711886055615891
North Macedonia,0.0194380573072665
Canada,0.0176464186784729
Azerbaijan,0.3318377138472999
China,0.0236160511769256
Bhutan,0.0995648836619313
Cabo Verde,0.2287506515291546
Ireland,0.0014582427484181
Least developed countries: UN classification,0.1533725187838462
Middle East & North Africa (IDA & IBRD countries),0.243646490778569
Denmark,0.0076809077807601
Sierra Leone,0.3293208944975029
El Salvador,0.0229346456582964
"Gambia, The",0.147250639562886
Comoros,0.0562559469409048
Italy,0.001056053455545
Montenegro,0.0187919919798964
Equatorial Guinea,0.3694215842506617
Middle income,0.0529371327087627
Barbados,0.0021638729096205
Nigeria,0.1045322816590788
Suriname,0.3380411251200183
Somalia,0.4386721877212752
Aruba,6.938349716556432e-05
Afghanistan,0.0138514764415013
Guinea-Bissau,0.4197306619973739
Cyprus,2.7358735722530764e-05
Israel,0.0041410784759757
Liberia,0.4514408136267069
Myanmar,0.1528574625659608
Poland,0.0454714045355832
IDA & IBRD total,0.060843456700979
Heavily indebted poor countries (HIPC),0.1881754885984714
Philippines,0.0148432147845242
Nicaragua,0.0698619588424609
Iraq,0.74555938220879
Cote d'Ivoire,0.0725003258695961
Mexico,0.0443267476553079
Euro area,0.0019018420076676
Belarus,0.027887040622709
Latin America & Caribbean,0.0488791633010595
Turkiye,0.0085646538792714
Moldova,0.0060226933519341
Switzerland,0.0002302218449564
Austria,0.0024865716849158
Samoa,0.0095426768860432
Singapore,0.0006531567594919
Arab World,0.3249725567424763
Brunei Darussalam,0.3517762466869263
Mongolia,0.2255566835851953
Angola,0.4687397033112544
Sri Lanka,0.0027057671590782
Central Europe and the Baltics,0.0227637875449054
Senegal,0.0893133496096642
Spain,0.0009354516747002
Luxembourg,0.0002202648060594
St. Vincent and the Grenadines,0.0009097348699169
Romania,0.0154580978973516
"Micronesia, Fed. Sts.",0.0008034338611861
South Asia,0.0340015674473621
Ethiopia,0.252129615583156
Caribbean small states,0.0835026899557422
Namibia,0.058433775787786
Colombia,0.069558961188168
Lower middle income,0.0591753128434357
Belize,0.0158820779728043
French Polynesia,0.0001087984407871
Seychelles,0.0022170364820974
Guyana,0.3611080508260196
"Congo, Rep.",0.3815429960016794
Sweden,0.016209373439054
Czechia,0.0069581737485131
IDA only,0.1192114096281106
Russian Federation,0.1839046107309489
Costa Rica,0.0276727288754041
Mauritania,0.1805693042634734
OECD members,0.0098327241791146
Africa Western and Central,0.1412484135993139
Kazakhstan,0.2476341526835613
Algeria,0.2877078766807014
Madagascar,0.1968903147011516
South Asia (IDA & IBRD),0.0340015674473621
Zambia,0.262077542439728
Tanzania,0.1260406281961873
Djibouti,0.0108667518978866
Panama,0.0029346016892534
Guatemala,0.0452929515204808
Chile,0.0719429295630173
United Arab Emirates,0.2649572638935161
"Korea, Rep.",0.0007374613304937
IDA total,0.1046280337505865
"Hong Kong SAR, China",2.5083133093968572e-05
Latin America & the Caribbean (IDA & IBRD countries),0.0509362441009575
Sub-Saharan Africa (IDA & IBRD countries),0.1513930715227188
IBRD only,0.0572126143122456
Argentina,0.0208600965147331
Burundi,0.4287115194727305
Ecuador,0.0843403614370171
Chad,0.2942363781628932
Morocco,0.0650417740887788
Bangladesh,0.0160673903839583
Papua New Guinea,0.3217701805514552
United Kingdom,0.0061221090777871
Thailand,0.0348547607885756
Maldives,0.0001432136129637
Small states,0.089481554636432
Uzbekistan,0.1508236025992654
Estonia,0.0279791325454163
East Asia & Pacific (excluding high income),0.0304844849897433
Kyrgyz Republic,0.1259834437531139
Dominica,0.0013462365632502
Slovak Republic,0.0058672495272005
Qatar,0.3586889258530819
Slovenia,0.00585774386876
