Country,2016
Aruba,6.938349716556432e-05
Africa Eastern and Southern,0.15993853691832738
Afghanistan,0.013851476441501358
Africa Western and Central,0.14124841359931395
Angola,0.4687397033112544
Albania,0.023750871288703814
Arab World,0.3249725567424763
United Arab Emirates,0.26495726389351615
Argentina,0.020860096514733143
Armenia,0.004972810327621072
Australia,0.09158797564706803
Austria,0.0024865716849158197
Azerbaijan,0.33183771384729993
Burundi,0.42871151947273056
Belgium,0.0006761401647441501
Benin,0.09995362556896581
Burkina Faso,0.2831368407731649
Bangladesh,0.016067390383958352
Bulgaria,0.011807523320148486
Bahrain,0.21654773676209244
"Bahamas, The",0.0003855273744143501
Bosnia and Herzegovina,0.02349221878176582
Belarus,0.027887040622709077
Belize,0.015882077972804314
Bolivia,0.06671476895437453
Brazil,0.0545362620455947
Barbados,0.002163872909620517
Brunei Darussalam,0.3517762466869263
Bhutan,0.09956488366193138
Botswana,0.017103222608933686
Central African Republic,0.2930738185503251
Canada,0.01764641867847299
Central Europe and the Baltics,0.022763787544905486
Switzerland,0.00023022184495645904
Chile,0.07194292956301737
China,0.023616051176925612
Cote d'Ivoire,0.07250032586959614
Cameroon,0.12045956741415469
"Congo, Dem. Rep.",0.4617147899764234
"Congo, Rep.",0.38154299600167946
Colombia,0.06955896118816805
Comoros,0.05625594694090489
Cabo Verde,0.22875065152915466
Costa Rica,0.027672728875404194
Caribbean small states,0.08350268995574223
Cuba,0.010522814728471185
Cyprus,2.7358735722530764e-05
Czechia,0.006958173748513107
Germany,0.0014356950641462678
Djibouti,0.01086675189788667
Dominica,0.0013462365632502043
Denmark,0.0076809077807601794
Dominican Republic,0.02876635924620252
Algeria,0.2877078766807014
East Asia & Pacific (excluding high income),0.03048448498974338
Early-demographic dividend,0.0898321812617904
East Asia & Pacific,0.024201323958133278
Europe & Central Asia (excluding high income),0.05876443884643855
Europe & Central Asia,0.021082266360662533
Ecuador,0.08434036143701716
"Egypt, Arab Rep.",0.07201889987588776
Euro area,0.0019018420076676778
Spain,0.0009354516747002463
Estonia,0.027979132545416334
Ethiopia,0.25212961558315605
European Union,0.004358801438553547
Fragile and conflict affected situations,0.2221252245866522
Finland,0.009199034356675788
Fiji,0.022872943577878765
France,0.000896364000490287
"Micronesia, Fed. Sts.",0.0008034338611861137
Gabon,0.26174047855824456
United Kingdom,0.006122109077787179
Georgia,0.012842079080772477
Ghana,0.19413040013783922
Guinea,0.4063733446985688
"Gambia, The",0.147250639562886
Guinea-Bissau,0.4197306619973739
Equatorial Guinea,0.36942158425066174
Greece,0.0020277115916558677
Guatemala,0.04529295152048089
Guyana,0.3611080508260196
High income,0.024473211026758257
"Hong Kong SAR, China",2.5083133093968572e-05
Honduras,0.045233858658201904
Heavily indebted poor countries (HIPC),0.18817548859847147
Croatia,0.011470185327716804
Haiti,0.01772995299607166
Hungary,0.005089788027214755
IBRD only,0.05721261431224566
IDA & IBRD total,0.060843456700979
IDA total,0.10462803375058652
IDA blend,0.0875575777287661
Indonesia,0.0598791567625691
IDA only,0.11921140962811061
India,0.03923518421095511
Ireland,0.001458242748418102
"Iran, Islamic Rep.",0.29481429161187367
Iraq,0.74555938220879
Iceland,0.0
Israel,0.004141078475975724
Italy,0.0010560534555450966
Jamaica,0.028927903035418992
Jordan,0.02526036255616402
Japan,0.0005594058230533375
Kazakhstan,0.24763415268356131
Kenya,0.05965939364288152
Kyrgyz Republic,0.12598344375311393
Cambodia,0.0414698740121971
Kiribati,0.0018483531133685765
"Korea, Rep.",0.0007374613304937149
Kuwait,0.726374348957368
Latin America & Caribbean (excluding high income),0.04927239732370574
Lao PDR,0.09768385311851906
Lebanon,2.5148510914956288e-05
Liberia,0.4514408136267069
Libya,0.2748628243611542
St. Lucia,0.0005383238981872328
Latin America & Caribbean,0.04887916330105953
Least developed countries: UN classification,0.15337251878384625
Low income,0.22101286040608562
Liechtenstein,4.0847851303541465e-05
Sri Lanka,0.002705767159078248
Lower middle income,0.059175312843435725
Low & middle income,0.05531164280975287
Lesotho,0.16316495005966294
Late-demographic dividend,0.057229119841092135
Lithuania,0.0075749917729726465
Luxembourg,0.00022026480605940647
Latvia,0.02206913904402209
"Macao SAR, China",1.1536296912947371e-05
Morocco,0.0650417740887788
Moldova,0.006022693351934184
Madagascar,0.19689031470115168
Maldives,0.00014321361296372204
Middle East & North Africa,0.29116662182299585
Mexico,0.04432674765530792
Middle income,0.05293713270876276
North Macedonia,0.01943805730726653
Mali,0.20178441116687862
Myanmar,0.15285746256596086
Middle East & North Africa (excluding high income),0.24139580544821154
Montenegro,0.018791991979896457
Mongolia,0.22555668358519532
Mozambique,0.366131817736433
Mauritania,0.18056930426347348
Mauritius,0.0006030946666961749
Malawi,0.24629437068543333
Malaysia,0.11671215289355118
North America,0.007614515698775164
Namibia,0.058433775787786024
New Caledonia,0.0002956731292528002
Niger,0.21739475124863397
Nigeria,0.10453228165907887
Nicaragua,0.06986195884246094
Netherlands,0.005632470711001792
Norway,0.08678735835296235
Nepal,0.02313903693309935
New Zealand,0.023504419555471334
OECD members,0.00983272417911461
Oman,0.4051706242275792
Other small states,0.09229687511446286
Pakistan,0.021660218465071743
Panama,0.002934601689253474
Peru,0.09886544450264965
Philippines,0.014843214784524253
Papua New Guinea,0.32177018055145523
Poland,0.045471404535583224
Pre-demographic dividend,0.25172457132548093
Portugal,0.0035490758204181614
Paraguay,0.04249525835897773
Pacific island small states,0.06073546559920976
Post-demographic dividend,0.007981699296045345
French Polynesia,0.00010879844078713944
Qatar,0.35868892585308193
Romania,0.015458097897351638
Russian Federation,0.18390461073094896
Rwanda,0.13462730860321176
South Asia,0.03400156744736214
Saudi Arabia,0.46537031590829764
Sudan,0.061502225534911296
Senegal,0.08931334960966429
Singapore,0.000653156759491971
Solomon Islands,0.3209537717724261
Sierra Leone,0.32932089449750296
El Salvador,0.02293464565829642
Somalia,0.4386721877212752
Serbia,0.026288791233856197
Sub-Saharan Africa (excluding high income),0.15154762191733176
Sub-Saharan Africa,0.15139307152271886
Small states,0.08948155463643204
Sao Tome and Principe,0.07350543897622916
Suriname,0.3380411251200183
Slovak Republic,0.005867249527200557
Slovenia,0.005857743868760096
Sweden,0.016209373439054025
Eswatini,0.10334239517064009
Seychelles,0.002217036482097411
Syrian Arab Republic,0.07118860556158911
Turks and Caicos Islands,0.00011109062171867978
Chad,0.2942363781628932
East Asia & Pacific (IDA & IBRD countries),0.030484118075012247
Europe & Central Asia (IDA & IBRD countries),0.09905956158473128
Togo,0.20206001025986464
Thailand,0.03485476078857566
Tajikistan,0.08544439418837937
Turkmenistan,0.21674974513973777
Latin America & the Caribbean (IDA & IBRD countries),0.05093624410095755
Timor-Leste,1.0
Middle East & North Africa (IDA & IBRD countries),0.243646490778569
Tonga,0.0010129826735787127
South Asia (IDA & IBRD),0.03400156744736214
Sub-Saharan Africa (IDA & IBRD countries),0.15139307152271886
Trinidad and Tobago,0.09251164710033936
Tunisia,0.04903794670605362
Turkiye,0.00856465387927146
Tanzania,0.12604062819618733
Uganda,0.28578824029418326
Ukraine,0.0538470216698147
Upper middle income,0.05127820726269274
Uruguay,0.03908474046271961
United States,0.006802168603809364
Uzbekistan,0.15082360259926542
St. Vincent and the Grenadines,0.0009097348699169236
Virgin Islands (U.S.),0.009884063664431316
Viet Nam,0.06022447991797361
Vanuatu,0.01831607736309305
World,0.03488331040327236
Samoa,0.009542676886043298
Kosovo,0.008857731723476247
"Yemen, Rep.",0.01763980046336384
South Africa,0.07993081954458894
Zambia,0.26207754243972803
Zimbabwe,0.10088934241686177
